dir,THETA1,THETA2,THETA3,THETA4,THETA5,THETA6,THETA7,THETA8,THETA9,THETA10,THETA11,SIGMA(1_1),OMEGA(1_1),OMEGA(2_1),OMEGA(2_2),OMEGA(3_1),OMEGA(3_2),OMEGA(3_3),OMEGA(4_1),OMEGA(4_2),OMEGA(4_3),OMEGA(4_4)
example2_bayes.ext,3.29985E+00,3.25371E+00,-6.12185E-01,-2.08483E-01,7.36429E-01,1.14018E+00,3.34758E-01,1.91257E-01,6.91017E-01,2.29896E+00,-9.38344E-02,1.00000E+00,1.02589E-02,-1.31873E-06,7.73598E-03,7.80823E-04,-7.42596E-04,8.54391E-03,-9.62659E-04,1.56825E-04,7.78218E-04,8.97070E-03
